ID,Name,Country,Smoker,Fitness
344460968,Andy Mccorkle,New Zealand,No,27
344873362,Pandora Targett,Spain,Yes,29
344920166,Jeff Jagger,Tajijistan,Yes,7
344987717,Lillie Calotychos,Kosovo,No,55
345009426,Adriane Steutel,Tajijistan,No,26
345065612,Janine Brackett,Cambodia,Yes,65
345200450,Simona Key,Bolivia,No,31
345281157,Sophie Restic,Iran,No,28
345316143,Nida Duckett,Tajijistan,No,71
345359402,Rasheeda Nomura,China,Yes,90
345399102,Janine Sargentich,Chile,No,60
345470797,Chrystal Hainski,Albania,Yes,26
346001115,Lee Galilei,New Zealand,Yes,64
346106720,Ronald Levenstein,Nepal,Yes,0
346140625,Lisha Easton,Argentina,Yes,58
346153643,Hipolito Henderson,France,Yes,67
346375976,Loyd Baranczak,Tajijistan,No,59
346469441,Concepcion Csuja,Albania,No,76
346639343,Louie Crowley,Albania,Yes,38
346754913,Elsy Manly,Mongolia,Yes,76
346835116,Miss Zhou,Spain,No,99
346841656,Reid Goodrow,Spain,No,77
346884681,Dayle Brinton,Mongolia,No,19
346947733,Melita Petty,Jordan,Yes,85
346961009,Clint Konheim,China,No,33
347020588,Jeff Lupton,Switzerland,No,39
347148244,Ofelia Levenstein,Tajijistan,Yes,97
347174114,Leigh Barraclough,Tajijistan,Yes,96
347195673,Evan Wiemann,Colombia,Yes,16
347293614,Christoper Gerstein,Peru,Yes,1
347411043,Twana Rayfuse,Georgia,No,73
347679678,Diann Moser,Canada,No,91
347764058,Maria Spencer,Canada,Yes,29
347846117,Gregorio Tzu,Cambodia,No,45
348087420,Erika Maisano,Brazil,No,3
348095725,Genny Caratozzolo,India,Yes,54
348326318,Maryetta Skerry,Montenegro,Yes,33
348360051,Shelley Easton,India,Yes,47
348409523,Hortense Donovan,France,No,31
348498948,Iva Levenstein,Mongolia,No,0
348517906,Jeff Luscia,Turkey,Yes,44
348577967,Amanda Clinton,Vietnam,Yes,14
348758789,Gwen Wilde,Georgia,Yes,65
348831020,Aaron Feldmann,Colombia,No,40
349045966,Pandora Aristophanes,Chile,Yes,48
349218299,Gertude Crowley,Israel,No,48
349233232,Harry Hamada,China,No,21
349480974,Tanja Mcgill,Canada,Yes,17
349587313,Scarlet Romer,Mongolia,Yes,65
349640544,Delena Friedkin,Kosovo,Yes,59
349859960,Aaron Haas,Argentina,Yes,57
349872742,Jeff Ramires,USA,No,54
349951281,Ivey Gutterson,New Zealand,No,75
350042245,Annetta Menniti,New Zealand,No,93
350080401,Vada Ringwald,Colombia,Yes,71
350096274,Marie Cumberworth,Spain,No,83
350173344,Mellie Khan,Kosovo,No,59
350246109,Evan Tassinari,Peru,No,34
350322867,Rasheeda Tauber,India,Yes,38
350406703,Christoper Hainski,Bolivia,Yes,56
350602038,Tereasa Babetski,Laos,Yes,14
350675534,Christa Canaday,Mongolia,Yes,91
350691971,Denis Dukes,India,Yes,86
351037747,Tina Laisne,Brazil,No,34
351180436,Elsy Voltaire,Italy,Yes,25
351532286,Jess Percy,Israel,No,61
351645708,Delfina Pruette,Japan,No,16
352075083,Tereasa Lecchini,Bolivia,Yes,95
352200389,Sophie Mathew,Cambodia,Yes,48
352504376,Rhonda Clinton,Kosovo,Yes,22
352673058,Sadye Csuja,France,Yes,39
352944826,Yuk Lapson,Iran,Yes,76
352948763,Roxy Mcgill,China,Yes,93
353180757,Lamonica Rutter,France,Yes,24
353216624,Annemarie Crowley,Nepal,No,46
353460818,Almeta Lupton,Georgia,Yes,60
353834826,Lilly Graveline,Brazil,Yes,10
354463615,Jeanie Strauss,Brazil,Yes,63
354503585,Lorean Giacalone,Switzerland,No,9
354537766,Rosemary Andreatta,Turkey,Yes,49
354752714,Lee Parzen,Laos,No,90
354788637,Leopoldo Ustinowich,Spain,No,53
354985025,Krysta Boyer,Mongolia,Yes,7
355182715,Adriane Bayles,Spain,Yes,90
355194136,Rodrick Appelbaum,Kosovo,Yes,10
355256832,Rhonda Babetski,Spain,No,9
355482628,Dianna Tzu,Peru,No,84
355556923,Jordon Madden,Mongolia,No,9
355705700,Krysta Ticchi,Japan,No,32
356085904,Rodrick Schmitz,Iran,No,58
356374486,Leo Star,India,No,69
356601322,Miss Canaday,Switzerland,No,83
356756818,Roxy Manly,China,No,28
356995707,Clorinda Cingolani,France,No,43
357026926,Lisha Matrone,Canada,Yes,91
357097523,Sophie Shanabarger,Argentina,No,87
357435945,Amanda Ringwald,Canada,Yes,18
357815475,Tanja Boyer,Japan,No,97
357822117,Stella Menniti,Nepal,No,69
357918845,Gertude Sternlieb,Cambodia,Yes,68
358075582,Alva Kerler,Spain,Yes,13
358084837,Tanja Berke,Nepal,Yes,21
358094505,January Berke,Mongolia,Yes,81
358285890,Edwin Spinrad,Israel,Yes,74
358334175,Amanda Felino,Iran,No,14
358412204,Cameron Canaday,Jordan,Yes,76
358431996,Simona Baranczak,Turkey,Yes,56
358720368,Ronald Spellman,Jordan,No,92
359032460,Nida Blagg,Italy,Yes,53
359092898,CarolinClemmie Percy,Israel,Yes,1
359244802,Jordon Baranczak,USA,Yes,86
359303357,Emogene Henderson,Peru,Yes,13
359398234,Reid Lovie,Albania,Yes,66
359875620,Jordon Zhou,India,Yes,18
359941536,Rachael Menk,Turkey,Yes,51
360255003,Jess Shanabarger,Vietnam,No,66
361234178,Gertude Targett,Peru,Yes,55
361613335,Deandra Benedict,Argentina,No,63
361662188,Yer Donovan,Turkey,Yes,10
361685462,Leigh Linz,Kosovo,No,21
361745401,Bryce Manly,Turkey,No,23
361762219,Jess Andreatta,Iran,No,66
361798874,Shella Horodowich,Nepal,No,86
361871073,Gertude Sen,Brazil,No,90
362003109,Twila Giacalone,Cambodia,No,33
362584579,Tanja Kalil,Bolivia,Yes,50
362610595,Maryetta Baranczak,Albania,No,8
362884512,Dayle Sen,Israel,No,64
362885868,Yuk Blagg,Cambodia,No,22
362961781,Janella Restic,Japan,Yes,31
362978741,Granville Luscia,Vietnam,No,8
363075333,Angelika Momose,Argentina,No,25
363388187,Christa Lanham,India,Yes,6
363581974,Sophie Hainski,Kosovo,Yes,35
363684623,Bess Shanabarger,Montenegro,No,47
363769702,Leopoldo Skerry,Nepal,Yes,55
363867066,Concetta Veeh,Cambodia,No,4
364035617,Ronald Lupton,Bolivia,No,80
364072933,Ofelia Collette,Chile,Yes,59
364201491,January Easton,Japan,Yes,93
364308953,Ezra Star,Georgia,Yes,69
364320389,Ariana Tzu,China,Yes,48
364337707,Dani Etter,Jordan,No,11
364358888,Maryetta Sallese,Spain,Yes,18
364476841,Eldridge Matrone,Georgia,Yes,74
364774000,Natalya Croxton,Chile,No,22
364784508,Bryce Lipson,Laos,Yes,53
365053855,Elida Moses,India,Yes,98
365432970,Shanae Basu,China,No,70
365619980,Gregorio Sternlieb,New Zealand,No,88
365663249,Tanja Bobak,New Zealand,No,70
365948018,Amanda Ticchi,Brazil,No,67
366032808,Ellie Steutel,Laos,Yes,46
366121192,Louie Levenstein,Iran,Yes,22
366207497,Loyd Kalil,New Zealand,No,78
366890011,Erna Brinton,Turkey,Yes,64
367172888,Rafaela Ulloa,Brazil,No,23
367547522,Erika Rayfuse,Peru,Yes,66
367705070,Amanda Baranczak,Iran,No,49
368029805,Hortense Oh,Tajijistan,No,81
368547169,Wilfred Khan,Turkey,Yes,26
368809523,Janis Zhou,Mongolia,Yes,36
368863791,Lee Hyland,USA,No,60
368866606,Masako Mcgill,Argentina,Yes,66
368902024,Vada Levenstein,USA,No,6
368967366,Ivey Spinrad,India,Yes,20
369034031,Ezra Lecchini,Vietnam,Yes,76
369137520,Ofelia Burton,Chile,Yes,2
369289069,Hortense Jupp,Switzerland,No,68
369337411,Diann Sallese,India,No,47
369361618,Leigh Humphries,Mongolia,Yes,72
369446796,Emogene Nomura,Argentina,No,56
369457897,Granville Raferty,Albania,Yes,65
369509991,Tina Lecchini,Mongolia,No,63
369690369,Lillie Blagg,New Zealand,Yes,69
369834986,January Dangora,Colombia,No,64
370626950,Genoveva Dukes,Tajijistan,No,69
370645655,January Schmitz,Bolivia,No,19
370650512,Tina Paynter,USA,Yes,94
370666789,Jess Schonhorn,Albania,No,38
370908701,Divina Schoofs,Nepal,No,78
371233786,Deana Matrone,Japan,No,66
371259491,Lamonica Moser,Spain,Yes,37
371810212,Amanda Sandoval,Switzerland,No,94
372414781,Aretha Berke,Jordan,Yes,43
372602633,Jacquelyn Moramarco,USA,Yes,20
372685507,Loyd Klukovich,Iran,No,23
372714627,Deana Rheem,India,Yes,72
372771182,Shemeka Ringwald,Spain,Yes,5
372809135,Vada Shanabarger,Spain,Yes,67
372814618,Aaron Tauber,Colombia,Yes,98
372949127,Corine Gerstein,Laos,Yes,21
373151859,Lamonica Ticchi,India,No,68
373196814,Verena Adair,Tajijistan,Yes,43
373638732,Zachary Seidel,Peru,Yes,6
373795320,Vicente Omoregie,Tajijistan,Yes,41
373841221,Francesco Babetski,Spain,Yes,21
374065917,Krysta Hainski,Canada,No,24
374087111,Aaron Brackett,Turkey,Yes,85
374149204,Yuk Percy,Turkey,Yes,47
374737629,Gertude Petty,Kosovo,No,17
374856947,Ronald Mathew,Mongolia,Yes,89
374986142,Noe Ustinowich,Nepal,No,16
375165956,Kory Barraclough,Turkey,Yes,15
375167411,Lorraine Luther,China,Yes,31
375184977,Rafaela Regoli,Spain,Yes,11
375186048,Jeff Sommer,Laos,Yes,21
375204514,Dani Gerstein,Bolivia,Yes,7
375249283,Concepcion Otun,Iran,No,72
375542823,Janis Parzen,India,No,23
375890011,Elida Mckeon,Japan,No,45
375917982,Maile Kjonegaard,Colombia,Yes,67
375942478,Bok Duckett,Canada,Yes,61
375980954,Ellie Lupton,Spain,Yes,6
376154828,Machelle Frevert,Switzerland,No,67
376174619,January Nawn,Montenegro,No,26
376341766,Zoraida Schoofs,Spain,Yes,60
376445580,Hipolito Brackett,Nepal,Yes,16
376520324,Shemeka Aronson,Albania,Yes,5
376523274,Genoveva Spellman,Canada,Yes,87
377131761,Verena Aronson,Peru,No,2
377410995,Aaron Adair,Brazil,No,80
377562528,Scarlet Yankee,Kosovo,No,12
377842513,Granville Omoregie,Mongolia,Yes,30
377894348,Lamonica Mckeon,Japan,Yes,82
377924200,Sophie Momose,Chile,Yes,84
378122488,Krysta Shepp,Mongolia,No,5
378291406,Adina Nawn,India,No,61
378303755,Erika Appelbaum,France,Yes,65
378378453,Lorean Walz,Colombia,No,92
378456685,Erna Laisne,New Zealand,Yes,3
378580250,Tina Lupton,USA,Yes,71
378625754,Hipolito Tauber,Mongolia,Yes,1
378652810,Rhonda Mccorkle,Iran,Yes,22
378773495,Ross Friedkin,Cambodia,Yes,11
378857512,Boris Adair,Argentina,Yes,5
379446615,Granville Andreatta,Nepal,No,53
379521132,Diann Graessle,Nepal,No,78
379523014,Shelley Adair,Albania,Yes,93
379952622,Roxy Arnold,Spain,Yes,23
380445604,Shemeka Easton,Mongolia,Yes,24
380463683,Mellie Kjonegaard,Georgia,No,98
380648084,Noe Goodrow,Tajijistan,Yes,86
380684425,Almeta Howe,China,No,75
380904787,Tereasa Lupton,Kosovo,Yes,75
380949063,Scarlet Hainski,New Zealand,Yes,2
380997291,Chrystal Feldmann,India,No,96
381080871,Melita Dipietro,Nepal,Yes,6
381107829,Christoper Lipson,China,Yes,2
381690486,Lorean Aristophanes,Peru,No,71
381744591,Alisa Momose,Colombia,No,86
381962441,Amanda Zhou,Italy,Yes,2
382249464,Miss Rheem,Albania,Yes,8
382374836,Diann Snidman,Iran,Yes,98
382769661,Leopoldo Maisano,Turkey,No,55
383582302,Jordon Levenstein,Italy,No,26
383621525,Kory Gutterson,Georgia,No,3
383697234,Marisa Benedict,Mongolia,Yes,13
383919466,Jacquelyn Moses,Iran,Yes,38
384023315,Twila Omoregie,France,No,12
384337844,Ross Bobak,Canada,No,89
384403261,Machelle Feldmann,Laos,No,54
384526462,Noe Pruette,Laos,Yes,14
384536272,Gertude Seidel,Peru,Yes,32
384609058,Rodrick Rutter,Japan,Yes,50
384736179,Noe Feldmann,France,No,41
384773374,Dani Wilde,Peru,Yes,2
384858606,Delfina Widing,Vietnam,Yes,76
384919817,Pandora Petty,Tajijistan,Yes,27
385186480,Yetta Dipietro,Cambodia,No,17
385467925,Lorraine Calotychos,Japan,Yes,40
385685245,Gertude Khan,Iran,Yes,40
385877145,Natacha Kittridge,Montenegro,No,37
386014078,Tanja Kalil,Georgia,No,79
386015068,Mellie Rayfuse,Italy,No,33
386027140,Digna Nomura,Albania,Yes,12
386133397,Gwen Aristophanes,Colombia,No,14
386185784,Winona Strauss,Bolivia,Yes,72
386308610,Logan Ticchi,Japan,No,11
386500688,Edwin Wilde,Montenegro,No,1
386631324,Janine Parzen,Vietnam,No,27
386908872,Shella Hardy,Turkey,No,60
386961242,Bryce Kalil,Peru,No,58
387067991,Alisa Easton,Vietnam,No,42
387139203,Kristina Seidel,Brazil,No,62
387184543,Marissa Brinton,China,No,41
387545395,Dayle Key,Argentina,Yes,39
387545607,Shela Regazzini,Cambodia,No,35
387681209,Ofelia Steutel,USA,Yes,29
387798257,Genoveva Restic,Turkey,Yes,33
387830679,Nida Mcgill,New Zealand,Yes,45
387837401,Leopoldo Picardi,Israel,Yes,6
388204282,Shaunna Petty,China,Yes,34
388425738,Deana Haas,Chile,No,68
388473578,Wilfred Dukes,Bolivia,No,85
388520061,Lee Sen,Canada,No,44
388541535,Elana Rheem,Kosovo,Yes,11
388571788,Leo Menniti,USA,No,43
389155556,Vennie Olken,China,No,56
389217742,Bridgett Andreatta,Georgia,No,57
389254531,Shela Kleinman,Turkey,No,42
389268303,Shaunna Sen,Japan,Yes,29
389304751,Christoper Dukes,Iran,Yes,2
389321588,Leo Rheem,China,No,18
389374119,Adina Graessle,Japan,No,14
389387631,Gaye Housley,Nepal,No,19
389448842,Bridgett Appelbaum,Albania,No,20
389652445,Vennie Targett,Japan,No,89
390234731,January Chaplin,Vietnam,No,20
390438762,Kory Regazzini,Iran,Yes,33
390474230,Janella Rabin,Vietnam,No,87
390732028,Loyd Croxton,Montenegro,No,55
390782704,Bridgett Percy,New Zealand,Yes,74
391058997,Alva Adair,Turkey,Yes,67
391087192,Granville Lanham,New Zealand,No,74
391117098,Masako Laisne,Iran,Yes,3
391693203,Jess Gutterson,Montenegro,No,56
391745234,Adina Luscia,Italy,Yes,92
391776335,Rodrick Koopman,Italy,Yes,78
391904808,Aubrey Lanham,USA,No,8
391925588,Mabel Cingolani,Israel,No,100
392016416,Aubrey Calotychos,Cambodia,Yes,12
392150035,Jordon Donovan,Brazil,Yes,67
392279170,Kimi Regazzini,Vietnam,No,10
392327384,Twila Brackett,Argentina,No,7
392340607,Deana Diliddo,Turkey,No,65
392465104,Almeta Howe,New Zealand,Yes,71
392626507,Samira Korrick,Peru,Yes,6
392700735,Evan Hehlgans,India,Yes,23
392730451,Cathi Greenlaw,Canada,No,12
392861209,Hortense Tauber,Laos,Yes,28
392953202,Rasheeda Omoregie,Switzerland,Yes,41
393335304,Eldridge Roca,China,No,10
393338121,Maile Pruette,Israel,No,27
393379131,Marie Shepp,Nepal,Yes,76
394018336,Delena Nomura,Albania,No,52
394032600,Shemeka Ticchi,Kosovo,Yes,83
394167321,Clint Matrone,Cambodia,No,57
394488844,Harry Roca,Albania,No,33
394556556,Annemarie Galilei,Spain,Yes,34
394611056,Rachelle Sommer,Cambodia,Yes,20
394719668,Machelle Schoofs,Brazil,No,17
394731820,Granville Khan,Israel,No,8
395084547,Roxy Sternlieb,Nepal,Yes,42
395244930,Shemeka Clinton,Switzerland,No,29
395353460,Hipolito Lew,Albania,No,38
395488500,Yer Hamada,Israel,No,71
395502689,Delfina Roca,Montenegro,No,48
395536036,Leigh Shanabarger,Vietnam,Yes,42
395766133,Annetta Haas,USA,No,4
395889015,CarolinClemmie Yuen,Mongolia,Yes,34
396016998,Bridgett Csuja,Italy,No,81
396081109,Louie Regazzini,Kosovo,Yes,0
396283351,Cathi Andreatta,Bolivia,Yes,64
396409389,Krysta Wiemann,USA,Yes,87
396561444,Angelika Eilenberg,Spain,Yes,23
396684301,Marissa Csuja,Albania,Yes,93
396739607,Doloris Tenner,Spain,No,43
396800745,Pandora Bayles,China,No,65
396837544,Dayle Picardi,Canada,No,72
396945031,Winona Dasse,Albania,Yes,98
396958862,Pandora Jagger,Argentina,No,85
397239772,Dianna Myrvold,Jordan,Yes,93
397513382,Mellie Gulati,Georgia,No,6
397783229,Boris Graveline,Nepal,Yes,37
397826381,Adriane Sallese,Italy,No,58
398114086,Lillie Sargentich,Switzerland,No,55
398210093,Jeff Bobak,Japan,No,12
398591329,Ofelia Veeh,Albania,Yes,59
398639087,Samira Clinton,Mongolia,Yes,41
398652476,Mabel Rayfuse,India,Yes,15
398711308,Sunni Reis,Spain,No,71
398805491,Ross Barraclough,Mongolia,No,47
399031443,Janine Otun,Italy,No,73
399236135,Tina Schonhorn,Bolivia,Yes,88
399403172,Elisha Romer,Peru,Yes,98
399413528,Gaye Moramarco,Chile,No,20
399455010,Shelley Canaday,China,Yes,41
399482587,Leigh Reis,India,Yes,16
399510771,Denis Howerton,Jordan,No,13
399567204,Gregorio Aronson,Cambodia,No,23
400009751,Kimi Hardy,Mongolia,No,55
400208202,Stella Bayles,New Zealand,No,78
400346811,Janella Bayles,Brazil,Yes,91
400539037,Jeff Lupton,Chile,No,68
400658948,Yuk Hyland,Mongolia,No,85
401105492,Shanae Parzen,Switzerland,Yes,47
401267641,Cameron Targett,Japan,Yes,65
401302229,Francesco Hamada,Colombia,Yes,30
401471599,Delena Baranczak,Tajijistan,No,30
401517751,Bridgett Sandoval,India,No,80
401518650,Lilly Aronson,Laos,No,37
401617583,Emmaline Pradhan,Cambodia,No,70
401621941,Christoper Ramires,Albania,No,14
401794367,Evan Percy,Chile,Yes,72
401801485,Erika Feldmann,Japan,No,3
401914728,Ross Clinton,Mongolia,Yes,17
402041312,Amanda Widing,Colombia,No,93
402056724,Twana Kalil,USA,No,7
402146465,Denis Nomura,Vietnam,Yes,39
402191026,Zachary Farrow,Albania,No,17
402200450,Rodrick Kalil,Mongolia,No,29
402230174,Winona Rutter,USA,Yes,4
402596481,Rhonda Hyland,Mongolia,Yes,28
402938773,Miss Omoregie,Spain,No,41
403048738,Genny Cingolani,India,No,92
403213260,Maile Matrone,Cambodia,No,97
403300542,Rachelle Horodowich,Peru,No,12
403320783,Denis Baum,Albania,No,91
403392485,Corine Felino,Bolivia,No,3
403506089,Mabel Adair,New Zealand,Yes,51
403529670,Granville Veeh,Israel,No,21
403757164,Jacquelyn Luther,Bolivia,Yes,85
403838064,Yer Hehlgans,New Zealand,Yes,89
403857246,Mabel Dasse,Laos,No,81
403897164,Janis Frevert,Montenegro,Yes,58
403909078,Harry Luther,Albania,No,33
404478071,Christa Hehlgans,Iran,Yes,18
404516929,Evan Guarnieri,Brazil,No,0
404684962,Shelley Percy,Colombia,Yes,49
404768436,Clint Diliddo,Peru,Yes,1
404945389,Bess Nomura,China,Yes,51
404971968,Freeda Canaday,Albania,No,28
405139605,Loyd Sargentich,Israel,Yes,63
405249188,Stella Babetski,Bolivia,No,20
405272767,Delfina Voltaire,Bolivia,No,55
405355847,Winona Key,India,Yes,41
405628180,Masako Guarnieri,India,Yes,55
405656625,Eldridge Humphries,Iran,No,11
405844223,Alisa Sandoval,Georgia,No,48
405924727,Tanja Lecchini,New Zealand,Yes,52
406944013,Jordon Mulloy,Iran,Yes,79
406950452,Denis Walz,Bolivia,No,2
406969382,Noe Tassinari,Colombia,No,53
407105965,Machelle Easton,Kosovo,Yes,3
407110457,Almeta Pavese,New Zealand,Yes,42
407460413,Yer Tassinari,India,Yes,10
407476750,Leo Gerstein,Brazil,Yes,53
407676699,Machelle Voltaire,Mongolia,No,97
407689329,Bryce Rheem,China,No,87
407729949,Annemarie Horodowich,USA,Yes,80
407826004,Scarlet Hyland,Albania,Yes,39
408223880,Ofelia Graveline,Vietnam,Yes,8
408232142,Corine Parzen,New Zealand,Yes,18
408390837,Ariana Greenlaw,Montenegro,Yes,92
408402256,Jeannette Duckett,Japan,Yes,30
408607056,Yetta Shepp,Georgia,Yes,88
408610833,Harry Eilenberg,Laos,No,18
408808675,Elisha Zacharellis,Switzerland,Yes,41
408825149,Pandora Pruette,France,No,6
408858979,Roxy Farrow,Kosovo,No,56
408976740,Lee Bayles,Vietnam,Yes,8
409159231,Vada Nomura,Turkey,Yes,26
409233667,Aretha Clinton,Peru,No,70
409337496,Jordon Paynter,Bolivia,Yes,21
409426080,Jess Graessle,USA,Yes,47
409468299,Vennie Schoofs,USA,No,6
409546424,Edwin Lew,Albania,No,45
409811581,Alva Arnold,Cambodia,No,55
409842060,Machelle Roca,France,No,59
410042441,Twana Graveline,Albania,Yes,76
410115432,Janine Guarnieri,Spain,Yes,99
410257982,Jess Benedict,Kosovo,Yes,90
410472189,Kory Nomura,China,Yes,55
410553645,Genoveva Mckeon,Mongolia,No,86
410565502,Shelley Key,Turkey,No,41
410577213,Jordon Housley,Jordan,Yes,43
410705473,Sophie Basu,Cambodia,Yes,7
410724926,Emogene Crowley,Bolivia,No,12
410736422,Lisha Brinton,Montenegro,Yes,67
410919288,Zachary Kittridge,Jordan,No,4
411056938,Corine Restic,Montenegro,No,26
411280461,Wilfred Hehlgans,Montenegro,No,69
411289974,Digna Menniti,Brazil,No,42
411413970,Sophie Lipson,Bolivia,Yes,89
411624383,Mellie Adair,Colombia,No,38
412006096,Deandra Berke,Turkey,Yes,45
412092433,Angelika Tenner,Bolivia,Yes,7
412123958,Deana Baranczak,Turkey,Yes,52
412646740,Emmaline Kerler,Iran,No,5
412796459,Aubrey Yuen,Italy,Yes,59
412830899,Zachary Holden,Georgia,No,63
413229366,Zachary Frevert,Georgia,No,59
413277676,Genoveva Bayles,Argentina,No,35
413365006,Tereasa Petty,Colombia,No,12
413584884,Jeanie Voltaire,Montenegro,Yes,85
413751741,Alisa Haas,Kosovo,Yes,40
413772447,Stella Blagg,Georgia,Yes,20
413811758,Digna Ringwald,Chile,Yes,28
414010235,Dianna Mittag,Cambodia,Yes,11
414225159,Rhonda Crowley,France,Yes,8
414289612,Freeda Luther,Switzerland,No,45
414510465,Kristina Duckett,India,Yes,4
415263488,Ariana Linz,Nepal,Yes,71
415357010,Chrystal Walz,Laos,No,64
415362761,Shella Adair,Canada,No,70
415534234,Doloris Madden,India,No,25
415800952,Machelle Brackett,Laos,No,52
415815572,Tereasa Clinton,New Zealand,No,8
415872874,Tina Gutterson,Mongolia,Yes,45
415970574,Rachelle Laisne,New Zealand,No,0
416036939,Machelle Dangora,Switzerland,No,21
416040905,Noe Restic,Nepal,Yes,78
416145762,Leopoldo Hardy,Cambodia,Yes,60
416195368,Shela Rheem,China,No,66
416353574,Granville Nomura,Mongolia,Yes,46
416679311,Concepcion Hainski,Argentina,Yes,44
416935336,Rafaela Howerton,Iran,No,31
417018881,Scarlet Humphries,Turkey,No,34
417230957,Yuk Spencer,Italy,No,23
417233555,Bridgett Yankee,France,No,96
417281170,Bess Burton,USA,Yes,41
417581684,Rosemary Galilei,Jordan,Yes,60
417615831,Tereasa Koopman,China,Yes,62
417658737,Jess Lanham,Japan,No,9
417834615,Scarlet Greenlaw,Georgia,No,68
417852121,Lamonica Basu,Colombia,No,37
417899566,Corine Rayfuse,Spain,No,4
418241889,Celine Targett,New Zealand,No,86
418633840,Samira Dasse,New Zealand,No,87
418822935,Machelle Maisano,Turkey,No,76
419291042,Yetta Canaday,Tajijistan,No,52
419862057,Rachelle Ustinowich,Kosovo,Yes,15
420085858,Kathe Graessle,Albania,No,12
420392517,Clorinda Ticchi,Peru,No,1
420773906,Eldridge Ulloa,Turkey,Yes,11
420964595,Rachael Mulloy,Switzerland,No,31
421408983,Jess Frevert,Albania,Yes,35
421453247,Deana Parzen,Bolivia,Yes,77
421470671,Jordon Haas,Georgia,Yes,77
421503146,Mellie Aristophanes,Jordan,No,80
421577189,Vada Nawn,Canada,No,5
421808491,Vennie Romer,Kosovo,Yes,92
421831161,Gaye Etter,Argentina,No,91
422001405,Angelika Percy,Montenegro,No,85
422076309,Logan Mittag,Vietnam,Yes,24
422089131,Shemeka Romer,India,Yes,73
422378571,Bess Strauss,Brazil,Yes,100
422873355,Bess Dukes,USA,Yes,30
423075640,Lorraine Brackett,USA,Yes,67
423117018,Janis Oh,Turkey,Yes,55
423216257,Bridgett Schonhorn,Albania,No,42
423384153,Samira Carson,USA,Yes,85
423392638,Hortense Jupp,New Zealand,No,99
423407550,Melita Zacharellis,Cambodia,No,73
423476585,Vicente Felino,Colombia,No,54
423814637,Jeannette Graveline,Laos,No,83
423847331,Mellie Skerry,USA,No,88
424130465,Lorraine Ticchi,Cambodia,Yes,7
424284629,Rasheeda Andreatta,Montenegro,No,30
424347962,Jess Mcgill,Mongolia,Yes,85
424440353,Yuk Hehlgans,China,Yes,59
424646339,Alva Legler,Vietnam,No,53
424899840,Ivey Wiemann,Japan,Yes,92
425052969,Ronald Maisano,Peru,No,93
425079059,Cameron Crowley,France,Yes,5
425199845,Shaunna Moses,Mongolia,Yes,55
425246761,Hipolito Frevert,Israel,Yes,76
425263254,CarolinClemmie Shepp,Cambodia,No,49
425304279,Dani Kjonegaard,India,Yes,2
425332705,Deandra Veeh,Bolivia,No,84
425365901,Tina Yuen,USA,No,64
425559104,Kory Spencer,Montenegro,Yes,100
425667957,Bok Spellman,Nepal,Yes,89
425961726,Amanda Regoli,France,Yes,41
426138751,Christa Hanig,Iran,No,77
426175036,Clorinda Henderson,Chile,Yes,83
426323696,Janis Lanham,Nepal,Yes,18
426369475,Digna Restic,Canada,Yes,86
426570585,Clorinda Omoregie,Peru,No,80
426714490,Vennie Sternlieb,USA,No,27
426903494,Maryetta Menniti,Peru,No,48
427259572,Jene Schonhorn,India,No,2
427317422,Diann Adair,Iran,No,37
427781041,Genoveva Boyer,Cambodia,Yes,95
427830373,Miss Moses,Japan,No,0
427834938,Shemeka Etter,Argentina,No,88
428044939,Elana Holden,Japan,No,43
428131006,Sunni Mckeon,Turkey,Yes,86
428329891,Ivey Tzu,Bolivia,Yes,83
428680392,Elisha Paynter,Tajijistan,No,90
428934739,Krysta Pruette,India,Yes,9
429115696,Erna Canaday,USA,Yes,83
429256118,Jeanie Roca,New Zealand,No,65
429518163,Shemeka Pradhan,Colombia,No,88
429827371,Vicente Star,Japan,No,81
430185032,Zoraida Mathew,Colombia,Yes,5
430333492,Digna Dukes,Israel,Yes,53
430450815,Roxy Lupton,Turkey,Yes,66
430630868,Shaunna Steutel,Mongolia,No,67
430712481,Stella Feldmann,Iran,No,97
430725004,Mabel Dasse,China,No,76
430781231,Delena Cingolani,France,Yes,54
430889912,Rasheeda Shanabarger,Tajijistan,No,13
430906152,Shelley Carson,New Zealand,Yes,66
430917351,Janella Cingolani,Italy,Yes,23
430961658,Deana Lanham,Iran,Yes,39
431233106,Lamonica Legler,Mongolia,No,95
431403484,Scarlet Koopman,Italy,No,87
431424563,Leigh Mulloy,Peru,Yes,46
431469895,Divina Goodrow,Spain,Yes,29
431899202,Adriane Rabin,Japan,Yes,11
431990873,Hortense Baum,Tajijistan,Yes,32
432093194,Natalya Etter,China,No,40
432449116,Rachelle Ulloa,Argentina,No,88
432580781,Tina Tauber,France,Yes,24
432958086,Simona Voltaire,Spain,Yes,52
433249155,Dani Benedict,Japan,No,43
433491086,Vennie Ulloa,Iran,No,37
433676158,Bridgett Lipson,Italy,No,18
433899825,Mabel Gulati,Cambodia,No,90
434146336,Sunni Tauber,India,Yes,69
434331524,Maile Jagger,Switzerland,Yes,30
434651773,Maryetta Schmitz,Tajijistan,No,40
434687696,Granville Babetski,Canada,No,17
434817482,Emmaline Maisano,Switzerland,Yes,46
435039927,Zoraida Brinton,Vietnam,No,40
